"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location,Action Taken
PACAF,Squadron,Inappropriate/Offensive,6,magazines,Break Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,jpeg,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,word doc,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,67,graffiti marks,Workplace common area,Removed
PACAF,Squadron,Inappropriate/Offensive,8,magazines,Workplace common area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Drawing,Workplace common area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,coin,Individual Workspace,Removed
PACAF,Squadron,Inappropriate/Offensive,2,magazines,Dorm Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,6,magazines,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,5,drawings on outside of locker door,Workplace Locker Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,drawing on inside of locker door,Workplace Locker Room,Removed
PACAF,Dorm,Inappropriate/Offensive,1,poster,Common area  Dorm Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,song book,Workplace common area,Removed
PACAF,Squadron,Inappropriate/Offensive,5,magazines,Dorm Common Area,Removed
PACAF,Dorm,Inappropriate/Offensive,12,pictures,Shared Drive,Removed
PACAF,Group,Inappropriate/Offensive,3,birthday cards,"",Removed
PACAF,Squadron,Inappropriate/Offensive,5,movies,"",Removed
PACAF,Squadron,Inappropriate/Offensive,1,magic 8 ball,"",Removed
PACAF,Squadron,Inappropriate/Offensive,3,poster,"",Removed
PACAF,Squadron,Inappropriate/Offensive,1,poster,"",Removed
PACAF,Squadron,Inappropriate/Offensive,1,poster,"",Removed
PACAF,Group,Inappropriate/Offensive,6,magazines,"",Removed
PACAF,Squadron,Inappropriate/Offensive,1,mini statue,"",Removed
PACAF,Group,Inappropriate/Offensive,5,poster,Quality Assurance,Removed
PACAF,Group,Inappropriate/Offensive,11,magazines,Quality Assurance,Removed
PACAF,Squadron,Inappropriate/Offensive,2,posters,Weapons Stadardization,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Body Builder Magazine,Locker Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Male Swimmer picture,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Body Builder Calendar,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Suggestive Cartoons,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Breast Cancer Awareness sticker,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,3,R-rated DVD,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,36,Victoria Secret/Cosmo/Muscle Magazines,Patient Waiting Area,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Fitness Magazines,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Song Lyrics to hit me baby one more time to supervisor,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Problem Solving Flow Chart,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Megatron  All Hail Global Domination  poster,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,If you are happy and you know it I don't care cat poster,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Awkward moment sarcasm is so advanced that people think you are stupid poster,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Jackass of the day award,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"8x10 Poster ""How about a nice big cup of shut the fuck up""",Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"""AT NICE TIGHT"" poster in Section Office",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Picture of Male holding two beers in a Santa Hat,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Words ""Eat Me"" on going away plaque",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Multiple AC with questionable words on interior panels,Flight Line,Cleaned off
PACAF,Squadron,Inappropriate/Offensive,4,Inappropriate Statement,Restroom,Painted Over/Cleaned off
PACAF,Squadron,Inappropriate/Offensive,5,People of Wal-Mart pictures,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate Quotation Posters,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Funny.com type pictures,Shared Drive,Removed
PACAF,Squadron,Unprofessional,2,Holiday Party pics and videos,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,2,"""Women Drivers"" videos",Shared Drive,Removed
PACAF,Squadron,Unprofessional,2,Miscellaneous unofficial videos,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,14,Car/Motocycle/Men's health/Cosmo/SI/Tattoo/Fitness magazines,Restroom,Removed
PACAF,Squadron,Unprofessional,1,Non AF Screen Saver,Computer,Removed
PACAF,Squadron,Unprofessional,2,Personal DVDs,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate music,Workplace Common Area,Removed
PACAF,Squadron,Pornograhic,2,Maxim Magazine,Restroom,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Victoria Secrets Magazine,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Fitness Magazines,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Animated Character (Holding a beer),Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Yoga Magazine,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Yoga Calendar,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Fitness Magazine,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Dead Hello Kitty,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Divinci Picture,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Coin (suggested curse words),Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Fitness Magazine,Fitness Center,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Videos,Lodging Lobby,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Photo,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Framed picture w/women,Pit Stop Garage,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Bumper sticker,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Biker Magazine,Auto Hobby Shop,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Patch,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Poster promoting Potter Fitness Center showing girl in halter top,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Jar with inappropriate words,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"OPSEC Flyer: ""Practice Safe Secs""",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Japanese Graphic Novels,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,S*** List,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Movies with questionable content,Workplace Common Area,Removed
PACAF,Squadron,Pornograhic,1,Maxim Magazines,Restroom,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Cosmopolitan Magazines,Restroom,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Anime' Dolls,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"""So to Speak"" Quote boards",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate decorations,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,7,Receipts,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Pilot Sketch CD,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Photos CD,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Visor cover w/inappropriate picture on it,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Bacardi picture,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Hooters Calendars,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate wall photo,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Cigar box,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Container of voided checks,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Bag of fireworks,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Misc. CDs,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,LPA/Snacko Continuity Binder w/inappropriate language,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Tiny mug,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Container of shot glasses,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Hooters shirt,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Patch w/inappropriate picture on it,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Pamphlet w/inappropriate language,Desk,Removed
PACAF,Squadron,Pornography,20,"Magazines (readily available for purchase at AAFES ie: Playboy, Maxim, Swimsuit)",Vault,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Fireworks,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Assessment sheets,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Feats of Strength sheet w/inappropriate language,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,10,Squadron History books,Vault,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate painting/photo,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,ELECTRONIC MEDIA,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,50,Inappropriate pictures,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,13,Songs w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,40,Inappropriate pictures,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Previous panthers personal folders,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Assessment folders,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Hammer folders,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Old Panther personal folders,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Folder of inappropriate pictures,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,3,History folders,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,2,History books,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,6,Documents w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,7,Videos w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Pamphlet w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Battleship JPEGs,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Email w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Document w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Beverage mug with ""mermaid"" handle",Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate language in Briefing,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,6,CDs,Vault,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate language .ppt brief,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Image,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Alcohol Reference in document,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,27,Inappropriate .wmv files on the DOW drive,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,3,3 inappropriate .mpeg files on the DOW SIPR drive,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,21,Inappropriate .wmv files on the DOW SIPR drive,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,15,Inappropriate .gif files on the DOW SIPR drive,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,5,Inappropriate quotes written on post-its,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Hula girl doll,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,2,letters w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,CD with inappropriate music,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,5,Maxim magazines readily available for purchase at AAFES,Restroom,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate PowerPoint picture,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,14,PowerPoint files with inappropriate content,Computer,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Academic presentation with inappropriate content,Computer,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Squadron history book,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Personal folders from sq members who have PCSed,Shared Drive,Removed
PACAF,Squadron,Pornography,14,Magazines (readily available for purchase at AAFES ie:Playboy),Closet,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Document w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Fighter pilot heritage books w/inappropriate language,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Historical Nose Art Books (3),Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,35,Ivory Mugs w/ Mermaid Handles,Heritage Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Desktop Computer with Inappropriate Music,Heritage Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Video,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Slide Show,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Books w/inappropriate pictures,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Historical Archive,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Sweater w/Inappropriate comments,Heritage Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Book containing inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Picture,Heritage Room,Removed
PACAF,Squadron,Pornography,8,Magazines (readily available for purchase at AAFES ie:Playboy),Heritage room,Removed
PACAF,Squadron,Inappropriate/Offensive,12,Squadron heritage volumes containing inappropriate materials,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate photos,External Hard Drive connected t,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate joke/picture,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate pictures,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Msn document w/inappropriate language,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,7,Ivory Mugs w/ Mermaid Handle,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Image,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,IPOD with music containing inappropriate language,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,3 inch tall magnetic Hawaiian Tiki doll--female figure,Break Room,Removed
PACAF,Squadron,Unprofessional,2,"Two ""R"" rated comedy movies, titled ""Miss March"" and ""100 Girls"" found in break room movie collection (about 10 movies, others included Elf, Star Wars, Hunt for Red October, etc)",Break room,Documented
PACAF,Squadron,Inappropriate/Offensive,6,Six female Anime character figurines dressed in full body action hero type costumes (3 inch lifelike plastic toy/figurines that are female hero/characters from Japanese comic books) found on same desk as listed above.,Member's desk,Documented
PACAF,Squadron,Unprofessional,20,"Approx 20 ""Men's Health,"" ""Men's Fitness,"" ""Runners,"" ""Running World,"" ""Bicycling"" and ""Tri-Athlete"" magazines with a male, a female, or a male and female cover photo.",Contractor's Office Bookcase,Documented
PACAF,Squadron,Unprofessional,1,"11x14 autographed (to the duty section) picture of Arizona Cardinals NFL football team cheerleaders, framed on wall in break area.  Presented to section as part of sponsored USO visit to Yokota AB.",Break area,Documented
PACAF,Squadron,Unprofessional,1,Squadron Morale Patch with a woman in a bikini,"",Documented
PACAF,Squadron,Inappropriate/Offensive,32,"Japanese Anime models (some in ""school girl"" type outfits)","",Documented
PACAF,Squadron,Unprofessional,1,OEF-P morale patch with woman in swimsuit,"",Documented
PACAF,Squadron,Unprofessional,1,modern re-creation of aircraft nose art (picture of woman in long leather jacket),"",Documented
PACAF,Squadron,Unprofessional,1,OEF-P morale patch with woman in swimsuit,"",Documented
PACAF,Squadron,Inappropriate/Offensive,1,Japanese Anime Female Figurine,"",Documented
PACAF,Squadron,Inappropriate/Offensive,1,Japanese Anime Female Figurine,"",Documented
PACAF,Squadron,Unprofessional,1,Dallas Cowboys cheerleaders photo from USO Tour,"",Documented
PACAF,Squadron,Unprofessional,1,Photos of women from Thailand holding CC trophy,"",Documented
PACAF,Squadron,Inappropriate/Offensive,1,Phallic Looking Bottle Opener,"",Removed
PACAF,Squadron,Inappropriate/Offensive,1,Kangaroo Scrotum Bottle Opener,"",Removed
PACAF,Squadron,Pornographic,1,Playing cards with Kama Sutra type drawings,"",Removed
PACAF,Squadron,Inappropriate/Offensive,12,Inappropriate squadron history books,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Song Book,Heritage Room,Removed
PACAF,Squadron,Inappropriate/Offensive,40,Mermaid Handle Mugs,Workplace Common Area,Removed or altered
PACAF,Squadron,Inappropriate/Offensive,3,PowerPoint Presentations with inappropriate jokes,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,13,Inappropriate images (not pornographic),Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate painting (not pornographic),Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,15,Inappropriate squadron history books,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate document and posters,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,35,Undergarments,Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,3,"Inappropriate flag, poster and sign",Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,9,Inappropriate slogans on doors,Dorm Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,100,Inappropriate files,Shared Drive & Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,9,Inappropriate photos,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Fitness and glamor magazines,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate joke,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate poster,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,200,Inappropriate writing/remarks on walls,Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate writing,Male restroom,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate posters,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Inappropriate pic w/drawings of devil body parts on individuals (ears, horns, tail)",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Big Red button w/the words ""bull Shi*"" & made statement when press'd",Individual Work Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Victoria Secret magazine,Individual Work Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate writing on wall,Closet Area,Removed
PACAF,Squadron,Inappropriate/Offensive,21,Inappropriate Pics,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,5,Men's Health/Muscle & Fitness/ Cosmopolitan Magazines,Restroom,Removed
PACAF,Squadron,Inappropriate/Offensive,14,Inappropriate/provocative photos,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Dallas Cowboy Cheerleader Poster,Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Vulgar Patch,Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,1,She Devil Painting,Squadron Lounge,Removed
PACAF,Squadron,Pornographic,40,Pornographic Mags,Break Room,Removed
PACAF,Squadron,Inappropriate/Offensive,50,Health & Fashion type Magazines,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,5,"Inappropriate ""Beer Girl"" Calendars",Break Rooms,Removed
PACAF,Squadron,Inappropriate/Offensive,5,Cut outs of girls,Office,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Figurine of man w/barrel around waist, barrel showed genitalia when pulled down",Office,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate joke,Break Room,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate pics,Break Room,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate pics,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Questionable Wall Design,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,12,"Rated ""R"" DVDs",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,7,Lewd comments,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,16,Lewd comments,Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Jersey's with profanity,Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate stickers,Dorm Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Victoria Secret sign on door,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Duty log with inappropriate material,Office area,Removed
PACAF,Squadron,Inappropriate/Offensive,49,Questionable pics,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Calendar,Men's Locker Area,Removed
PACAF,Squadron,Inappropriate/Offensive,91,Party photos,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate slides & flyers,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,5,Inappropriate posters,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,6,Profanity on walls,Restroom,Waiting to repaint walls
PACAF,Squadron,Inappropriate/Offensive,6,Inappropriate phrases,Squadron Lounge,Waiting to repaint walls
PACAF,Squadron,Inappropriate/Offensive,4,Inappropriate Phrases,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Questionable pics,Back of office door,Removed
PACAF,Squadron,Inappropriate/Offensive,6,Fitness & fashion magazines,Kitchen Area,Removed
PACAF,Squadron,Inappropriate/Offensive,8,"""R"" rated movies",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Small hand-drawn poster showing inappropriate violence,Office Area,Removed
PACAF,Squadron,Inappropriate/Offensive,5,Inappropriate cartoon jokes,Front counter area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate slide presentation,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate poster,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Maxim magazine,Restroom,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Beer poster w/female in swimsuit,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Photos of NFL Team Cheerleaders,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Magazine w/female in swimwear,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,10,Inappropriate jokes & email conversations,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,16,Posters w/adult language & innuendos,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Female mannequin bottom w/undergarment,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,283,Inappropriate videos/songs/various documents,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,4,"Fitness, Star & health magazines",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,8,Sports Illustrated & Marie Claire magazines,Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,6,"""R"" rated movies",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,5,"""PG-13"" rated movies",Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,135,Inappropriate pictures,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,2,USO football cheerleader signed photos,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,18,Health/Fitness/Fashion Magazines,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,16,Sports/Health/Fitness Magazines,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate slogan on locker door,Locker Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Flight Patch Slogan painted on a wall,Hanger,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Maxim Calendar,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,360,De-motivational and misc. pics with partial nudity,Shared Drive,Removed and deleted
PACAF,Squadron,Inappropriate/Offensive,5,Inappropriate jerseys hanging from ceiling,Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,10,Multiple items with graffiti,Squadron Lounge,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Digital folders with inappropriate jpgs,Shared Drive,""
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate jpgs computer files,Shared Drive,Removed and deleted
PACAF,Squadron,Inappropriate/Offensive,5,Graffiti in 5 Male restrooms,Workplace Common Area,Scheduled for painting
PACAF,Squadron,Inappropriate/Offensive,5,Walls with questionable writing,Crewshacks,Repainted
PACAF,Squadron,Inappropriate/Offensive,6+,Inappropriate Aircraft Artwork,A-10 Ladder Doors,Scheduled for painting
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate Unrated DVDs (Suggestive Comedies),Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate Magazines (Sports Illustrated Swim Suit Issue),Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate FOD poster,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,6,"Inappropriate Magazines (Maxim, Bathing Suit Mag)",Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Suggestive Framed Picture,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,6,"Inappropriate Magazines (Maxim, Bathing Suit Mag)",Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,7,Inappropriate/suggestive Movie DVDs,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,7,Inappropriate posters,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Sq coin,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate sign,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate/questionable book,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate poster,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate cartoons,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate vehicle chock,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate framed certificate,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate pencil drawing,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate snowman,Outside workshop,Removed and destroyed
