"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location,Action Taken
AFGSC,Squadron,Inappropriate/Offensive,1,Graffiti,DV Lounge,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Fitness Center,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Marketing Dept,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Stripes Lounge/E-Club,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Air Terminal Operations Bldg,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Vehicle Maintenance,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Vehicle Operations,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo - Digital (x2),Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,24,Picture/Photo - Digital (x24),Aircraft Parts Store,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo (x2),Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,Video - Digital,"",Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Common Area,Removed
AFGSC,Squadron,Inappropriate/Offensive,5,Picture/Photo - Digital (x5),Entrance to Bowling Center,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Graffiti,"",Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,back of door,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Shared area,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Spec Section,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Orderly room,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Auditorium,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Auditorium,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Women's Restroom,Destroyed
AFGSC,Squadron,Unprofessional,1,Patch,Shared Drive,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,35,Picture/Photo - Digital (x35),MTF Office,Deleted
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo (x2),"",Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,"",Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Workspace common area in Cruise Missile Flight,Repainted
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics Programs Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics Programs Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics section,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Office in Maintenance Flight,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Outside/top of member's locker in Fabrication Flight locker room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Outside/top of member's locker in Fabrication Flight locker room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Posted on wall in UDM office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Trailer Maintenance Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Women's bathroom stall in Maintenance Flight,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics section,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics common area desk drawer,Removed
AFGSC,Squadron,Inappropriate/Offensive,4,Artifact/Misc (x4),White board in sq training office,Removed
AFGSC,Squadron,Inappropriate/Offensive,4,Artifact/Misc (x4),Outside/top of member's locker in Fabrication Flight locker room,Repainted
AFGSC,Squadron,Inappropriate/Offensive,1,Graffiti,Outside/top of member's locker in Fabrication Flight locker room,Repainted
AFGSC,Squadron,Inappropriate/Offensive,1,Graffiti,Outside/top of member's locker in Fabrication Flight locker room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Fuel Cell break room desk drawer,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo (x2),Door,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Framed in hallway in AGE,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Closet/Storage Locker,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Training Flight,Removed
AFGSC,Squadron,Unprofessional,2,Patch (x2),Office,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,briefing room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Office,Removed
AFGSC,Squadron,Unprofessional,1,Patch,Office,Removed
AFGSC,Squadron,Unprofessional,1,Patch,Shared Drive,Deleted
AFGSC,Squadron,Unprofessional,25,Patch - Digital (x25),Shared Drive,Deleted
AFGSC,Squadron,Unprofessional,5,Patch - Digital (x5),Office,Removed
AFGSC,Squadron,Unprofessional,2,Patch (x2),Office,Removed
AFGSC,Squadron,Unprofessional,6,Patch (x6),foyer,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,325,Picture/Photo - Digital (x325),Crew Comm office,Removed
AFGSC,Squadron,Inappropriate/Offensive,4,Picture/Photo (x4),"",Removed
AFGSC,Squadron,Inappropriate/Offensive,4,Picture/Photo (x4),Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,4,Picture/Photo (x4),Main Hallway,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Office,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Office,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Heritage Room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Computer Lounge,Removed
AFGSC,Squadron,Inappropriate/Offensive,4,Artifact/Misc (x4),Computer Lounge,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,640,Picture/Photo - Digital (x640),Heritage Room,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Vault Hallway Common Lockers,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,2,Artifact/Misc (x2),Mission Planning Room,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,150,Picture/Photo - Digital (x150),Heritage Room,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,3,Picture/Photo (x3),Briefing Room,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Vault Hallway,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Conference Room,Approved Material/Retained
AFGSC,Group,Inappropriate/Offensive,1,Picture/Photo,Office Lobby,Approved Material/Retained
AFGSC,Group,Inappropriate/Offensive,3,Picture/Photo (x3),Office Lobby,Approved Material/Retained
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 poster with girls in tight fitting shirts,Net admin office,Removed & confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 AF Times with “Hot Shots 2013” calendar with women in provocative poses,Member’s office,Removed & confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 challenge coin with innuendo,Member’s office,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,2,- 2 refrigerator magnets  “put your big girl panties on and deal with it”,Female mbrs cubicle,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 pair of men’s “Superman” logo briefs on wall with “Man of Steal” imprinted,Female mbrs cubicle,Removed and  taken home
AFGSC,Squadron,Inappropriate/Offensive,2,- 2 Truck driver hats with “wanna go home with me tonight”,Stan Eval room,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Wood block base of window trim with graphic obscenities written on,Entry control point,Painted over
AFGSC,Squadron,Inappropriate/Offensive,2,- Multiple computer files of the following:,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,-- computer joke photo of vulgar male transvestite with caption “how to avoid entering the Army”,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,-- female in tank top shirt with cleavage,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,-- female posing on hotel bed in provocative clothing,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,-- Victoria’s Secret runway lingerie show,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,-- Female in tank top with beer bottle between breasts,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,-- Provocative lingerie photo of Jennifer Tilly,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,-- Kim Kardashian in bikini,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,8,-- 8 photos of girls in bikinis,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,-- Actress with her breasts exposed covered only by straps,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,-- Female in tight shorts/shirt with middle finger in mouth,Shared Drive,""
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Shirtless Photo of Tom Brady,Airman & Family Readiness Center,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 photo of bikini clad female on car hood,Hood of a car,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 frog ceramic figurine with reference to “getting laid”,Member’s office,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,2,- Multiple music CD covers with questionable pictures,Members offices,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,- Salvador Dali wall picture with naked women,Dormitory Day Room,Removed & confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- “Ken” doll dressed only in swim trunks,Members Desk,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- Comic picture with reference to female hair issues,Women’s restroom,Removed & confiscated
AFGSC,Wing,Inappropriate/Offensive,1,- topless picture of Kurt Russell,member’s office,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- Picture with inscription “Pamela Handerson the girl that’s always there when you need her”,Common use file cabinet,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- Picture of “Spirit of Pennsylvania” with a pinup girl,Breakroom,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- Fairy suit box,Specialist office,Removed and confiscated
AFGSC,Squadron,Unprofessional,1,- morale book,Specialist office,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,15,- Derogatory writing (x15),Dock picnic tables/trash bins,Repainted
AFGSC,Squadron,Inappropriate/Offensive,9,- pin up girl (x9),"",Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- Phallic carving/drawing,Acft Dock desk,Repainted
AFGSC,Squadron,Unprofessional,2,- Suggestive coins,Supervisor,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,2,- Suggestive posters,Specialist offices,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,3,- Locker graffiti  (x3),Weapons,Repainted
AFGSC,Squadron,Unprofessional,1,- 1 coin depicting stripper on a pole,Member’s desk,Removed and taken home
AFGSC,Squadron,Unprofessional,1,- 1 coin depicting a cartoon character urinating,Member’s desk,Removed and taken home
AFGSC,Squadron,Unprofessional,1,- 1 coin with verbiage “home of the 69 erection”,Member’s desk,Removed and taken home
AFGSC,Squadron,Unprofessional,1,"- 1 coin with verbiage “we get it up faster, keep it up longer and shoot it all over the globe”",Member’s desk,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 breast cancer awareness bracelet with inscription “I love boobies”,Member’s desk,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 DVD “I hope they serve beer in hell”,Break room,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- Letter taped to wall with excessive vulgarity,Flight room,Removed and confiscated
AFGSC,Squadron,Unprofessional,3,- 3 transient squadron stickers depicting scantily clad women,Base operations men’s room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 poster depicting scantily clad women,Flight room,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 beverage mug depicting female form,Member’s desk,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- Once book with profane title,Member’s office,Removed and taken home
AFGSC,Squadron,Unprofessional,1,- 1 coin depicting cartoon character peeing,Member’s office,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Bud Light beer cup,Break room,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 “Call Guy” Ken Barbie doll,Member’s office,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 book with title “two naughty chickens at the beach”,Member’s office,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- “Navy Times” spread depicting uniform wear with stick pins inserted to represent private parts,Conference room,Pins removed
AFGSC,Squadron,Inappropriate/Offensive,1,- Music CD storage book with many suggestive album covers,Open clinic area,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,1 profane baseball hat,sexually explicit/profane item in common area,kitchen
AFGSC,Squadron,Inappropriate/Offensive,2,patches and magnets,sexually explicit/profane item in common area,Kitchen
AFGSC,Group,Inappropriate/Offensive,1,hand written sticky note,sexually explicit/offensive,Launch Control Center telephone repeater equip rack
AFGSC,Group,Inappropriate/Offensive,1,graffiti,vulgar,Launch Facility launcher equip room and support building
AFGSC,Wing,Inappropriate/Offensive,1,"""pull-apart"" magnet words (used to create sentences/spark discussion)",potential for inappropriate content,"break room, refrigerator."
AFGSC,Squadron,Inappropriate/Offensive,1,Hurt Feelings Report,Inappropriate/offensive language,Book Shelf
AFGSC,Group,Inappropriate/Offensive,65,65 x Photo/Video files,Inappropriate/sexually suggestive,""
AFGSC,Group,Inappropriate/Offensive,14,14 x photo/PPT files,Inappropriate/sexually suggestive,""
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material",Launch Control Center
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material",Launch Control Center
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material",Launch Control Center
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material",Launch Control Center
AFGSC,Squadron,Inappropriate/Offensive,1,"Paperback book ""Emails from an A**hole""","Inappropriate and disrespectful ""humor""",Launch Control Center
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material",Launch Control Center
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material",Launch Control Center
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material",Launch Control Center
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material",""
AFGSC,Squadron,Inappropriate/Offensive,1,Sticky Note,Inappropriate language,""
AFGSC,Squadron,Inappropriate/Offensive,21,VHS tapes x 21 -- PG-13/R- rated movies,Inappropriate content for the workplace,""
AFGSC,Squadron,Inappropriate/Offensive,1,Cane,Inappropriate language on cane,""
