"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location
AMC,Wing,Inappropriate/Offensive,3,"In two separate bathrooms, we found one magazine with suggestive photos and two books containing otherwise offensive or degrading pictures, though those pictures were not sexual in nature",Bathroom
AMC,Wing,Inappropriate/Offensive,29,29 Books/Magazines (not pornographic),Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,"Suggestive magazines (Maxim, Cosmopolitan)",Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,"Suggestive magazines (Maxim, Cosmopolitan)",Info Not Provided
AMC,Wing,Inappropriate/Offensive,12,12 Magazines containing suggestive material,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Urban Ink (Magazine)—racy photos,Info Not Provided
AMC,Wing,Inappropriate/Offensive,19,"19 Magazines; Maxim, fitness, GQ, etc with scantily clad men and women",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Maxim magazine (May 12),Info Not Provided
AMC,Wing,Inappropriate/Offensive,3,"3 fitness m gazines, 1 local magazineC",Info Not Provided
AMC,Wing,Inappropriate/Offensive,9,9 Maxim magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,1 Rolling Stone magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,2x Men's Fitness Magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Inked Magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Skin Ink Magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"""Women's Health"" magazine",Info Not Provided
AMC,Wing,Inappropriate/Offensive,3,3x Japanese magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"""Cosmopolitan"" magazine",Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Muscle magazines and photos of body builders,""
AMC,Wing,Inappropriate/Offensive,1,Shape magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Cosmopolitan magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Men’s Health magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,2 “Glamour” magazines,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,2 “Ink” magazines,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Maxim Magazine Dec 2012,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Ink Slingers Magazine Dec 2012,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Tattoo Magazine Nov 2012,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Ink magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Maxim Magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,"2 Portuguese Entertainment Magazine with advertisements showing women in their underwear",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,GQ Magazine (advertisements with women in their underwear),Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Curves Magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Tear out from muscle magazine advertising a supplement,Info Not Provided
AMC,Group,Inappropriate/Offensive,1,Suggestive Magazine,Common Area
AMC,Group,Inappropriate/Offensive,1,Provocative Magazine,Break room
AMC,Wing,Inappropriate/Offensive,11,"In common areas, we found five adult or otherwise suggestive magazines, two suggestive posters, two derogatory birthday cards and two adult or otherwise suggestive board games.",Common Area
AMC,Wing,Inappropriate/Offensive,2,Numerous Suggestive Magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Magazine Savage Tattoo,Info Not Provided
AMC,Group,Inappropriate/Offensive,6,6 Suggestive Magazines,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Maxim magazine,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Signed cheerleaders (Dallas and San Francisco) calendars in skimpy uniforms,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Cheerleader calendar,Info Not Provided
AMC,Group,Inappropriate/Offensive,2,Cheerleader and swimsuit calendars,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,USAFE Services Endorsed New England Patriots Cheerleaders Postcard,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,USAFE Services Endorsed Minnesota Vikings Cheerleaders Postcard,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Cheerleader Picture,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,USO Photo/calendar featuring  NFL cheerleaders,Info Not Provided
AMC,Group,Inappropriate/Offensive,1,Suggestive: autographed photo of SeaGals Cheerleaders,Info Not Provided
AMC,Group,Inappropriate/Offensive,1,Suggestive: autographed photo of Tennessee Titans Cheerleaders,Info Not Provided
AMC,Wing,Pornograhic,2,Copies of movies containing profanity or sexually explicit material,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,"Small number of crude or sexually suggestive media files, most of which were ""demotivational slides"" that were not pornographic in nature",Info Not Provided
AMC,Wing,Pornograhic,2,Copies of movies containing profanity or sexually explicit material,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,"Small number of crude or sexually suggestive media files, most of which were ""demotivational slides"" that were not pornographic in nature",Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Suggestive photos (not pornographic),Physical Space
AMC,Wing,Inappropriate/Offensive,2,Suggestive photos (not pornographic),Shared Drive
AMC,Wing,Pornograhic,2,"Videos (DVD and VHS) ""R"" rated with suggestive dialogue and nudity",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Half Marathon runner’s entry identification (runner number) with “Big Sexy” as the name,Info Not Provided
AMC,Wing,Pornograhic,10,10 DVDs/Videos w/ inappropriate content containing some nudity,Info Not Provided
AMC,Wing,Pornograhic,1,1 tribal nude female art sculpture in female office,Office
AMC,Wing,Inappropriate/Offensive,2,"DVD/VHS tapes; ""R"" rated nor pornographic",Info Not Provided
AMC,Wing,Pornograhic,2,"In a personal folder on a Sq common network drive, discovered pornographic material; pending.",Shared Drive
AMC,Wing,Pornograhic,2,2x Commercial Video Partial Nudity/Suggestive,Info Not Provided
AMC,Group,Pornograhic,2,Photos: Nudity,Info Not Provided
AMC,Center,Pornograhic,1,Video (Guy Pee); Nudity/obscene,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Video (Sexy Ice Cream); Obscene/Suggestive,Info Not Provided
AMC,Center,Inappropriate/Offensive,25,25 Photos (Demotivational Posters); Suggestive/Sexual Content,Info Not Provided
AMC,Center,Pornograhic,48,48 Photos (FunnyPics); Nudity/Sexual Content/etc.,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Video (Pop Rocks); Sexually Suggestive,Info Not Provided
AMC,Wing,Inappropriate/Offensive,12,"12 inappropriate/unprofessional items, that could potentially contribute to a hostile or offensive work environment.  Such items consisted of pictures of females in bikinis, swimsuit calendars and profane cartoons.",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Wooden craft sign 3.5 in x 8.5 inches with suggestive inappropriate slang word,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Bumper Sticker with suggestive inappropriate slang word,Office
AMC,Wing,Inappropriate/Offensive,13,"Graffiti on aircraft containing Suggestive, profanity, inappropriate content.  Locations varied: 13 of 16 aircraft inspected; found on ground refuel panels, escape rope cover panels, and loadmaster station back panel",On USAF aircraft
AMC,Wing,Inappropriate/Offensive,2,Suggestive/inappropriate photos on network drive,Shared Drive
AMC,Wing,Inappropriate/Offensive,2,"In two separate work areas, we found inappropriate DVDs and adult or otherwise suggestive playing cards",Workspace
AMC,Center,Unprofessional,1,Radio station that is available in the EC gym plays music with explicit lyrics,Info Not Provided
AMC,Wing,Inappropriate/Offensive,10,10 Inappropriate Aircraft Graffiti,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Inappropriate jokes,On USAF aircraft
AMC,Wing,Inappropriate/Offensive,2,Some inappropriate humorous prints/personal effects,Office
AMC,Wing,Inappropriate/Offensive,2,Inappropriate jokes,On USAF aircraft
AMC,Wing,Inappropriate/Offensive,2,Some inappropriate humorous prints/personal effects,Office
AMC,Wing,Inappropriate/Offensive,2,inappropriate printed/posted jokes/flyers/coins,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,"Inappropriate Photos & Videos in “joke” e-mails, files were dated 2004 to 2010",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Document/flyer with inappropriate joke,Info Not Provided
AMC,Wing,Inappropriate/Offensive,4,"4 Cartoons, signs, drawings; inappropriate workplace and/or bathroom humor",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,1 Mug with inappropriate call sign,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,"Inappropriate graffiti in aircraft lavatories and behind some servicing panels (16 aircraft on station checked)",On USAF aircraft
AMC,Wing,Inappropriate/Offensive,2,Inappropriate DVDs in common area,Common Area
AMC,Center,Inappropriate/Offensive,1,Suggestive .ppt slide with inappropriate joke,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Inappropriate refrigerator magnet,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"Personal computer (visible to co-workers) screen w/ popular game app that suggests inappropriate ideas of babies",Office
AMC,Wing,Inappropriate/Offensive,1,Inappropriate name tape on outside of personal locker,Personal Locker
AMC,Wing,Inappropriate/Offensive,1,Inappropriate words on table,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Inappropriate comments/ stickers,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Inappropriate comments on white boards,Common Area
AMC,Wing,Inappropriate/Offensive,1,Inappropriate writing on outside common area support posts.,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,American Dad DVD w/inappropriate cartoon picture on cover,Info Not Provided
AMC,Group,Inappropriate/Offensive,2,2 Inappropriate DVD Videos,Break room
AMC,Wing,Inappropriate/Offensive,1,Inappropriate content GPC Binder Cover,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Numerous inappropriate Postcards,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Numerous suggestive/inappropriate Posters,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Inappropriate content Wall Clock,Info Not Provided
AMC,Wing,Inappropriate/Offensive,21,21 Photos / Images  (not pornographic),Info Not Provided
AMC,Wing,Inappropriate/Offensive,3,3 Videos (not pornographic),Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,52 MB Digital Media  (not pornographic),Info Not Provided
AMC,Wing,Inappropriate/Offensive,8,"8 Memorabilia (Patches, Toys, Stickers)",Info Not Provided
AMC,Wing,Unprofessional,2,Military “Coin” Collection with suggestive graphics/language,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,WWII style poster with suggestive narrative,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Suggestive figurines (hula dancers),Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,2 Profane/suggestive graffiti on aircraft,On USAF aircraft
AMC,Wing,Inappropriate/Offensive,1,Cartoon calendar (Betty Boop character in bra and panties),Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Miniature replica of fishnet stocking lamp from “A Christmas Story Movie”,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Sq Mugs with Mermaid Handle,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"Memento/Gift from 1st ever Exchange pilot in the squadron with “keep it up” inscribed on a plaque and large accompanying phallic symbol",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Autographed energy drink advertisement with suggestive picture of female,Info Not Provided
AMC,Wing,Inappropriate/Offensive,6,"Hooters helmet, 3 Hooters t-shirts, Hooters menu, plus 2 Hooters nametags from actual Hooters waitresses",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Blue sign that says “Virgin” on it,Info Not Provided
AMC,Wing,Unprofessional,25,25 Photos containing Suggestive/Profanity/Unprofessional,Info Not Provided
AMC,Wing,Inappropriate/Offensive,4,Videos and 4 MP3 audio files x 4 containing profanity,Shared Drive
AMC,Wing,Inappropriate/Offensive,3,3 Calendars,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"1 leg lamp (from movie ""Christmas Story"" in DV lounge)",DV Lounge
AMC,Wing,Inappropriate/Offensive,2,"Offensive Verbiage/drawings on aircraft: Nav station area/left wheel well, single point refueling door, flight line fire bottles",On USAF aircraft
AMC,Wing,Inappropriate/Offensive,2,offensive photos on shared drives,Shared Drive
AMC,Wing,Inappropriate/Offensive,1,Viagra clock,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"""Weld naked"" spray painted stencil on tool cabinet",Workspace
AMC,Wing,Unprofessional,1,Photo of body builder with staff member’s face superimposed on photo,Info Not Provided
AMC,Wing,Inappropriate/Offensive,4,"4 pictures of members in bathing suits, 4 pictures of naked babies (non-illicit), 17 de-motivational posters, photos of a former member's wife breastfeeding and one obscene limerick.",Shared Drive
AMC,Wing,Unprofessional,5,5 Flight Suit patches with profanity/suggestive art,Flight Suit
AMC,Wing,Inappropriate/Offensive,1,1 Leg lamp (film novelty from A Christmas Story),Info Not Provided
AMC,Wing,Unprofessional,1,Coin with suggestive art work,Info Not Provided
AMC,Wing,Unprofessional,2,female undergarments displayed in common area/heritage room,Common Area/Heritage Room
AMC,Wing,Unprofessional,1,Quote/photo book displayed in common area/heritage room,Common Area/Heritage Room
AMC,Wing,Unprofessional,1,Beer mug (suggestive writing on it) in common area/heritage room,Common Area/Heritage Room
AMC,Wing,Inappropriate/Offensive,1,Book (romance novel) in common area,Common Area
AMC,Wing,Inappropriate/Offensive,1,Bodybuilding Trophy with suggestive (Speedo type) suit,Info Not Provided
AMC,Wing,Inappropriate/Offensive,8,8 Pictures both male and female in suggestive poses or environments,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,1 Calendar with scantily clad women,Info Not Provided
AMC,Group,Inappropriate/Offensive,2,Photos of females in swimsuits,Shared Drive
AMC,Center,Inappropriate/Offensive,1,Single Image Cartoon contains profanity,Info Not Provided
AMC,Center,Unprofessional,1,Political picture with comments written on it,Info Not Provided
AMC,Center,Unprofessional,1,"Plaque ""Time to put your big girl panties on"" on civ female desk",Office
AMC,Center,Unprofessional,1,Flyer; attempt at OPSEC humor with suggestive comment,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Framed picture of street sign that could be interpreted as offensive,Info Not Provided
AMC,HQ,Inappropriate/Offensive,1,Profanity in subject line of email saved to common server,Shared Drive
AMC,HQ,Inappropriate/Offensive,1,"TV Video, in Spanish, of bull fighter gored by bull in which the bull disrobes him",Info Not Provided
AMC,Wing,Inappropriate/Offensive,3,3 R-Rated Movies,Info Not Provided
AMC,Wing,Unprofessional,2,"Aircrew ""morale patch"" stickers",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"Beavis & Butt-Head ""Chicks n' Stuff"" VHS video",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Calendar with scantily-clad people,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Desk calendar,Office
AMC,Wing,Inappropriate/Offensive,1,Memorabilia on desk with poorly chosen verbiage,Office
AMC,Wing,Inappropriate/Offensive,21,21 Photos of woman in bikini,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Dynamite surfing video (offensive language),Info Not Provided
AMC,Wing,Inappropriate/Offensive,4,4 Photos of women in bikini,Info Not Provided
AMC,Wing,Inappropriate/Offensive,15,15 Photos of guy getting his chest shaved,Info Not Provided
AMC,Wing,Inappropriate/Offensive,4,4 “Avenger” comic books,Info Not Provided
AMC,Wing,Inappropriate/Offensive,3,3 Victoria’s Secret Catalogs,Info Not Provided
AMC,Wing,Inappropriate/Offensive,3,3 Dillon Aero Calendar,Info Not Provided
AMC,Wing,Inappropriate/Offensive,7,7 Victoria’s Secret Catalog,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Bikini Girl Deployment Donut,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Sports Illustrated Poster,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Joke in poor taste,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,3x5 postcard of insulting humor and 8x10 prints of pinup girls,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Unattributed Postcard size adhesives of scantily dressed women,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"Unattributed Quad chart like comparison of quality of life of USMC,USA, USN vs USAF Airmen",Info Not Provided
AMC,Wing,Unprofessional,1,Unattributed Patch,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Unattributed  x2 “motivational posters”,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,2 incidents of Airmen of pictures w/their wives @ beach in bikinis,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,2 incidents of magnetic name strips altered,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Post-it attached to photo with comments,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"“The Far Side” like cartoon tear out man having eye exam w/beer mugs, unattractive woman posing on other side",Info Not Provided
AMC,Wing,Inappropriate/Offensive,3,"3 Unattributed photos – 2 were pictures of Airmen on topless beach, the other was from 1 st Sgt golf tourney, certain finger was flipped and golf club used suggestively",Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,2 Unattributed joke flowcharts,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Numerous Suggestive/Offensive Photos,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Cartoon Drawings w/ profanity,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Cartoon Comic w/ profanity,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Philly Pin-up girl Print Out,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Suggestive Wall Art,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Wall art,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Several Suggestive Calendar,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Business Card (Escort Srvs),Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Coffee cup w/ suggestive logo,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Calendar Bikini,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,"Book, 50 Shades of Gray",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Profanity Sign,Info Not Provided
AMC,Wing,Unprofessional,1,"Sticker “Romney, Believe in America”",Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Small art frame “You can’t fix stupid”,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,Small art frame “…turn their ankles…”,Info Not Provided
AMC,Wing,Inappropriate/Offensive,2,Wine X 2 bottles,Info Not Provided
AMC,Wing,Inappropriate/Offensive,1,jpg file,Info Not Provided
AMC,Group,Inappropriate/Offensive,2,Suggestive; bikini photos,Info Not Provided
AMC,Group,Inappropriate/Offensive,1,Magnet Profanity,Info Not Provided
AMC,Group,Inappropriate/Offensive,1,Photo: Profane/vulgar,Info Not Provided
AMC,Group,Inappropriate/Offensive,1,Suggestive Calendar; girls in bikinis w/guns,Info Not Provided
AMC,Group,Inappropriate/Offensive,1,Offensive term on locker,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,"""Bullshit"" button (like ""Easy"" button)",Info Not Provided
AMC,Center,Inappropriate/Offensive,1,"""Lucky Bastard"" book",Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Video (Let's Talk); Obscene,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Video (Mex Get Job); Racial,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Video (Never Kiss Monkey); Obscene,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Video (Crazy girlfriend); Profanity,Info Not Provided
AMC,Center,Inappropriate/Offensive,16,16 Photos (THAT GUY); Obscene,Info Not Provided
AMC,Center,Inappropriate/Offensive,2,Pictures of women in workout gear/bikinis,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Movie cover with partially naked women from the waist up,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Pinup referencing a motorcycle Redneck ride/ chick magnet,Info Not Provided
AMC,Center,Inappropriate/Offensive,4,"4"" trophy of a donkey kicking up their back legs; -- ""Most Embarrassing Event of the Week"" inner-office award”",Info Not Provided
AMC,Center,Inappropriate/Offensive,1,"""Don't be a dick"" sticker",Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Chippendale flier,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Bullshit Bag,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,Creative Cursing book,Info Not Provided
AMC,Center,Inappropriate/Offensive,1,"""Guess Which Asshole Called"" sign displaying ~6 naked torsos from behind",Info Not Provided
AMC,Center,Inappropriate/Offensive,1,"""Skinny Bastard"" sign displaying naked torsos from behind",Info Not Provided
AMC,Center,Inappropriate/Offensive,1,"""Have a Cup of Shut the Hell Up!"" tile coaster",Info Not Provided
HAF,Directorate,Inappropriate/Offensive,3,3 inappropriate items,Shared Drive
HAF,Directorate,Unprofessional,3,"2 Patches, 1 cartoon with questionable images/language",Info Not Provided
HAF,Directorate,Inappropriate/Offensive,3,3 items found (not further described),Info Not Provided
PACAF,Other,Pornograhic,40,Magazines,Info Not Provided
PACAF,Directorate,Inappropriate/Offensive,3,"Picture of Flight Attendants in mildly risque` pose.  Brochure to Angelese City Nightlife, Business card to Gentlemens Club",Desk
PACAF,Directorate,Inappropriate/Offensive,1,Unit decal with inappropriate acronym and associated graphic and phrase,Cubicle
PACAF,Directorate,Inappropriate/Offensive,6,Inappropriate/obscene unit coins,Individual workplace
PACAF,Directorate,Inappropriate/Offensive,1,Digital off-color comics,Shared computer drive
PACAF,NAF Staff,Inappropriate/Offensive,1,Inappropriate Log book (Word doc),Workplace desk drawer
PACAF,NAF Staff,Inappropriate/Offensive,17,Inappropriate/obscene jpg files,Shared computer drive
PACAF,Squadron,Inappropriate/Offensive,1,signed Dallas Cowgirls poster from USO event,Individual Workspace
PACAF,Squadron,Inappropriate/Offensive,1,picture of man’ buttocks with green feet tattoo,Locker room bulletin board
PACAF,Squadron,Inappropriate/Offensive,1,picture of former SQ/CC holding up two gay porn DVDs,Locker room bulletin board
PACAF,Squadron,Inappropriate/Offensive,1,pencil with small penis eraser,Locker room bulletin board
PACAF,Squadron,Inappropriate/Offensive,1,tactical girl calendar,Combat Support Office
PACAF,Squadron,Inappropriate/Offensive,2,inappropriate song books,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,5,inappropriate doofer books,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,2,inappropriate pictures,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,1,inappropriate coffee mug,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,1,inappropriate ashtray,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,1,inappropriate hat,Heritage Room
PACAF,Squadron,Inappropriate/Offensive,6,inappropriate magazines,Men’s Bathroom
PACAF,Squadron,Inappropriate/Offensive,15,inappropriate pictures,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,song book,Share drive
PACAF,Squadron,Inappropriate/Offensive,7,Maxim/FHM Magazine,Office Desk Drawers
PACAF,Squadron,Inappropriate/Offensive,4,doofer books from 80s-90s,Heritage room
PACAF,Squadron,Inappropriate/Offensive,1,Old ash tray w/ sculpted handle of the “Venus de Milo”,Heritage room
PACAF,Squadron,Inappropriate/Offensive,4,Men’s Health Magazine,Office Desk Drawers
PACAF,Squadron,Inappropriate/Offensive,1,PPT brief with a picture of Sports Illustrated Swimsuit model,SIPR Drive
PACAF,Squadron,Inappropriate/Offensive,1,inappropriate magazine,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,2,inappropriate posters,Squadron Heritage Room
PACAF,Squadron,Inappropriate/Offensive,1,inappropriate banner,Squadron Lounge
PACAF,Squadron,Inappropriate/Offensive,1,Photo (Magazine Workout Picture/Skimpy Work-out Gear),Office Door
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate Pictures,Cabinet Door
PACAF,Squadron,Inappropriate/Offensive,1,Vehicle magazine with scantily clothed women on the cover,Common Area
PACAF,Dorm,Inappropriate/Offensive,2,Labels,Dorm Doors
PACAF,Squadron,Inappropriate/Offensive,1,Coin,Individual Workspace
PACAF,Squadron,Inappropriate/Offensive,1,Magazine,Individual Workspace
PACAF,Squadron,Inappropriate/Offensive,1,Magazine,Individual Workspace
PACAF,Squadron,Inappropriate/Offensive,1,Poster,Ladies Rest Room
PACAF,Squadron,Inappropriate/Offensive,1,Graffiti,Dorm Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Drawing on Wall,Dorm Common Area
PACAF,Squadron,Inappropriate/Offensive,2,Pictures,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Magazine,Break Room
PACAF,Squadron,Inappropriate/Offensive,6,Calendars,Workplace office
PACAF,Squadron,Inappropriate/Offensive,2,Patches,Workplace Office
PACAF,Squadron,Inappropriate/Offensive,4,magazines,Restroom
PACAF,Squadron,Inappropriate/Offensive,5,Ceiling Tiles,Ready Room
PACAF,Squadron,Inappropriate/Offensive,1,Magazines,Break Room
PACAF,Squadron,Inappropriate/Offensive,1,Writing,Locker Door
PACAF,Squadron,Inappropriate/Offensive,6,Foul Language in Turnover Logs,""
PACAF,Squadron,Inappropriate/Offensive,6,magazines,Break Room
PACAF,Squadron,Inappropriate/Offensive,1,jpeg,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,1,word doc,Shared Drive
PACAF,Squadron,Inappropriate/Offensive,67,graffiti marks,Workplace common area
PACAF,Squadron,Inappropriate/Offensive,8,magazines,Workplace common area
PACAF,Squadron,Inappropriate/Offensive,1,Drawing,Workplace common area
PACAF,Squadron,Inappropriate/Offensive,1,coin,Individual Workspace
PACAF,Squadron,Inappropriate/Offensive,2,magazines,Dorm Common Area
PACAF,Squadron,Inappropriate/Offensive,6,magazines,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,5,drawings on outside of locker door,Workplace Locker Room
PACAF,Squadron,Inappropriate/Offensive,1,drawing on inside of locker door,Workplace Locker Room
PACAF,Dorm,Inappropriate/Offensive,1,poster,Common area  Dorm Room
PACAF,Squadron,Inappropriate/Offensive,1,song book,Workplace common area
PACAF,Squadron,Inappropriate/Offensive,5,magazines,Dorm Common Area
PACAF,Dorm,Inappropriate/Offensive,12,pictures,Shared Drive
PACAF,Group,Inappropriate/Offensive,3,birthday cards,""
PACAF,Squadron,Inappropriate/Offensive,5,movies,""
PACAF,Squadron,Inappropriate/Offensive,1,magic 8 ball,""
PACAF,Squadron,Inappropriate/Offensive,3,poster,""
PACAF,Squadron,Inappropriate/Offensive,1,poster,""
PACAF,Squadron,Inappropriate/Offensive,1,poster,""
PACAF,Group,Inappropriate/Offensive,6,magazines,""
PACAF,Squadron,Inappropriate/Offensive,1,mini statue,""
PACAF,Group,Inappropriate/Offensive,5,poster,Quality Assurance
PACAF,Group,Inappropriate/Offensive,11,magazines,Quality Assurance
PACAF,Squadron,Inappropriate/Offensive,2,posters,Weapons Stadardization
PACAF,Squadron,Inappropriate/Offensive,1,Body Builder Magazine,Locker Room
PACAF,Squadron,Inappropriate/Offensive,1,Male Swimmer picture,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Body Builder Calendar,Desk
PACAF,Squadron,Inappropriate/Offensive,2,Suggestive Cartoons,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Breast Cancer Awareness sticker,Desk
PACAF,Squadron,Inappropriate/Offensive,3,R-rated DVD,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,36,Victoria Secret/Cosmo/Muscle Magazines,Patient Waiting Area
PACAF,Squadron,Inappropriate/Offensive,2,Fitness Magazines,Workplace Common Area
PACAF,Squadron,Inappropriate/Offensive,1,Song Lyrics to hit me baby one more time to supervisor,Desk
PACAF,Squadron,Inappropriate/Offensive,1,Problem Solving Flow Chart,Workplace Common Area
